sample_id,image_path,class_name,class_group,label,source_type,source_run,event_id,track_id,frame_idx,notes
anomaly_0053_evt_20260416_023145_14638_appearance_anomaly_115875,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_14638_appearance_anomaly_115875.jpg,Bus,bus,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_14638_appearance_anomaly_115875,14638,115875,predicted_appearance_anomaly
anomaly_0054_evt_20260416_023145_8873_appearance_anomaly_65532,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_8873_appearance_anomaly_65532.jpg,Car,car,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_8873_appearance_anomaly_65532,8873,65532,predicted_appearance_anomaly
anomaly_0055_evt_20260416_023145_15836_lane_violation_127174,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_15836_lane_violation_127174.jpg,Truck,truck,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_15836_lane_violation_127174,15836,127174,predicted_lane_violation
anomaly_0056_evt_20260416_023145_10992_appearance_anomaly_83654,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_10992_appearance_anomaly_83654.jpg,Car,car,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_10992_appearance_anomaly_83654,10992,83654,predicted_appearance_anomaly
anomaly_0057_evt_20260407_002145_2735_sudden_stop_24957,D:\school\uni\sem 6\cv\traffic\runs\20260407_002145\crops\evt_20260407_002145_2735_sudden_stop_24957.jpg,Truck,truck,appearance_anomaly,event_crop,20260407_002145,evt_20260407_002145_2735_sudden_stop_24957,2735,24957,predicted_sudden_stop
anomaly_0058_evt_20260416_023145_5923_appearance_anomaly_44535,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_5923_appearance_anomaly_44535.jpg,Truck,truck,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_5923_appearance_anomaly_44535,5923,44535,predicted_appearance_anomaly
anomaly_0059_evt_20260416_023145_15462_appearance_anomaly_124476,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_15462_appearance_anomaly_124476.jpg,Truck,truck,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_15462_appearance_anomaly_124476,15462,124476,predicted_appearance_anomaly
anomaly_0060_evt_20260416_023145_5012_appearance_anomaly_37390,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_5012_appearance_anomaly_37390.jpg,Truck,truck,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_5012_appearance_anomaly_37390,5012,37390,predicted_appearance_anomaly
anomaly_0061_evt_20260416_023145_12647_appearance_anomaly_96356,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_12647_appearance_anomaly_96356.jpg,Truck,truck,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_12647_appearance_anomaly_96356,12647,96356,predicted_appearance_anomaly
anomaly_0062_evt_20260416_023145_6839_appearance_anomaly_50346,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_6839_appearance_anomaly_50346.jpg,Car,car,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_6839_appearance_anomaly_50346,6839,50346,predicted_appearance_anomaly
anomaly_0063_evt_20260416_023145_12173_appearance_anomaly_91832,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_12173_appearance_anomaly_91832.jpg,Truck,truck,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_12173_appearance_anomaly_91832,12173,91832,predicted_appearance_anomaly
anomaly_0064_evt_20260416_023145_1182_appearance_anomaly_9171,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_1182_appearance_anomaly_9171.jpg,Truck,truck,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_1182_appearance_anomaly_9171,1182,9171,predicted_appearance_anomaly
anomaly_0065_evt_20260416_023145_4395_appearance_anomaly_33504,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_4395_appearance_anomaly_33504.jpg,Truck,truck,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_4395_appearance_anomaly_33504,4395,33504,predicted_appearance_anomaly
anomaly_0066_evt_20260407_002145_1823_lane_violation_17578,D:\school\uni\sem 6\cv\traffic\runs\20260407_002145\crops\evt_20260407_002145_1823_lane_violation_17578.jpg,Truck,truck,appearance_anomaly,event_crop,20260407_002145,evt_20260407_002145_1823_lane_violation_17578,1823,17578,predicted_lane_violation
anomaly_0067_evt_20260416_023145_4107_appearance_anomaly_31708,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_4107_appearance_anomaly_31708.jpg,Car,car,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_4107_appearance_anomaly_31708,4107,31708,predicted_appearance_anomaly
anomaly_0068_evt_20260416_023145_14442_appearance_anomaly_114164,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_14442_appearance_anomaly_114164.jpg,Car,car,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_14442_appearance_anomaly_114164,14442,114164,predicted_appearance_anomaly
anomaly_0069_evt_20260407_002145_5684_lane_violation_49388,D:\school\uni\sem 6\cv\traffic\runs\20260407_002145\crops\evt_20260407_002145_5684_lane_violation_49388.jpg,Bus,bus,appearance_anomaly,event_crop,20260407_002145,evt_20260407_002145_5684_lane_violation_49388,5684,49388,predicted_lane_violation
anomaly_0070_evt_20260416_023145_12231_appearance_anomaly_92211,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_12231_appearance_anomaly_92211.jpg,Car,car,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_12231_appearance_anomaly_92211,12231,92211,predicted_appearance_anomaly
anomaly_0071_evt_20260416_023145_3935_appearance_anomaly_30436,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_3935_appearance_anomaly_30436.jpg,Bus,bus,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_3935_appearance_anomaly_30436,3935,30436,predicted_appearance_anomaly
anomaly_0072_evt_20260416_023145_929_lane_violation_7637,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_929_lane_violation_7637.jpg,Truck,truck,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_929_lane_violation_7637,929,7637,predicted_lane_violation
anomaly_0073_evt_20260416_023145_6869_appearance_anomaly_50528,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_6869_appearance_anomaly_50528.jpg,Truck,truck,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_6869_appearance_anomaly_50528,6869,50528,predicted_appearance_anomaly
anomaly_0074_evt_20260416_023145_6331_appearance_anomaly_46992,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_6331_appearance_anomaly_46992.jpg,Truck,truck,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_6331_appearance_anomaly_46992,6331,46992,predicted_appearance_anomaly
anomaly_0075_evt_20260406_233816_1790_wrong_way_17402,D:\school\uni\sem 6\cv\traffic\runs\20260406_233816\crops\evt_20260406_233816_1790_wrong_way_17402.jpg,Car,car,appearance_anomaly,event_crop,20260406_233816,evt_20260406_233816_1790_wrong_way_17402,1790,17402,predicted_wrong_way
anomaly_0076_evt_20260416_023145_6462_appearance_anomaly_47887,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_6462_appearance_anomaly_47887.jpg,Bus,bus,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_6462_appearance_anomaly_47887,6462,47887,predicted_appearance_anomaly
anomaly_0077_evt_20260406_233816_4416_wrong_way_39430,D:\school\uni\sem 6\cv\traffic\runs\20260406_233816\crops\evt_20260406_233816_4416_wrong_way_39430.jpg,Car,car,appearance_anomaly,event_crop,20260406_233816,evt_20260406_233816_4416_wrong_way_39430,4416,39430,predicted_wrong_way
anomaly_0078_evt_20260416_023145_16955_appearance_anomaly_135512,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_16955_appearance_anomaly_135512.jpg,Car,car,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_16955_appearance_anomaly_135512,16955,135512,predicted_appearance_anomaly
anomaly_0079_evt_20260406_233816_3725_wrong_way_34597,D:\school\uni\sem 6\cv\traffic\runs\20260406_233816\crops\evt_20260406_233816_3725_wrong_way_34597.jpg,Car,car,appearance_anomaly,event_crop,20260406_233816,evt_20260406_233816_3725_wrong_way_34597,3725,34597,predicted_wrong_way
anomaly_0080_evt_20260416_023145_2678_sudden_stop_21423,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_2678_sudden_stop_21423.jpg,Truck,truck,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_2678_sudden_stop_21423,2678,21423,predicted_sudden_stop
anomaly_0081_evt_20260416_023145_1308_appearance_anomaly_10292,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_1308_appearance_anomaly_10292.jpg,Bus,bus,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_1308_appearance_anomaly_10292,1308,10292,predicted_appearance_anomaly
anomaly_0082_evt_20260406_233816_3719_wrong_way_34568,D:\school\uni\sem 6\cv\traffic\runs\20260406_233816\crops\evt_20260406_233816_3719_wrong_way_34568.jpg,Car,car,appearance_anomaly,event_crop,20260406_233816,evt_20260406_233816_3719_wrong_way_34568,3719,34568,predicted_wrong_way
anomaly_0083_evt_20260416_023145_14911_lane_violation_119557,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_14911_lane_violation_119557.jpg,Bus,bus,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_14911_lane_violation_119557,14911,119557,predicted_lane_violation
anomaly_0084_evt_20260411_035325_23_appearance_anomaly_348,D:\school\uni\sem 6\cv\traffic\runs\20260411_035325\crops\evt_20260411_035325_23_appearance_anomaly_348.jpg,Truck,truck,appearance_anomaly,event_crop,20260411_035325,evt_20260411_035325_23_appearance_anomaly_348,23,348,predicted_appearance_anomaly
anomaly_0085_evt_20260416_023145_4131_appearance_anomaly_31910,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_4131_appearance_anomaly_31910.jpg,Bus,bus,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_4131_appearance_anomaly_31910,4131,31910,predicted_appearance_anomaly
anomaly_0086_evt_20260416_023145_3914_appearance_anomaly_30268,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_3914_appearance_anomaly_30268.jpg,Truck,truck,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_3914_appearance_anomaly_30268,3914,30268,predicted_appearance_anomaly
anomaly_0087_evt_20260416_023145_5144_lane_violation_38500,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_5144_lane_violation_38500.jpg,Truck,truck,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_5144_lane_violation_38500,5144,38500,predicted_lane_violation
anomaly_0088_evt_20260416_023145_6427_appearance_anomaly_47685,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_6427_appearance_anomaly_47685.jpg,Truck,truck,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_6427_appearance_anomaly_47685,6427,47685,predicted_appearance_anomaly
anomaly_0089_evt_20260407_002145_5649_lane_violation_49093,D:\school\uni\sem 6\cv\traffic\runs\20260407_002145\crops\evt_20260407_002145_5649_lane_violation_49093.jpg,Truck,truck,appearance_anomaly,event_crop,20260407_002145,evt_20260407_002145_5649_lane_violation_49093,5649,49093,predicted_lane_violation
anomaly_0090_evt_20260406_233816_2434_wrong_way_22705,D:\school\uni\sem 6\cv\traffic\runs\20260406_233816\crops\evt_20260406_233816_2434_wrong_way_22705.jpg,Car,car,appearance_anomaly,event_crop,20260406_233816,evt_20260406_233816_2434_wrong_way_22705,2434,22705,predicted_wrong_way
anomaly_0091_evt_20260407_002145_683_stopped_vehicle_7266,D:\school\uni\sem 6\cv\traffic\runs\20260407_002145\crops\evt_20260407_002145_683_stopped_vehicle_7266.jpg,Bus,bus,appearance_anomaly,event_crop,20260407_002145,evt_20260407_002145_683_stopped_vehicle_7266,683,7266,predicted_stopped_vehicle
anomaly_0092_evt_20260416_023145_15716_appearance_anomaly_126431,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_15716_appearance_anomaly_126431.jpg,Car,car,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_15716_appearance_anomaly_126431,15716,126431,predicted_appearance_anomaly
anomaly_0093_evt_20260416_023145_8144_appearance_anomaly_59725,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_8144_appearance_anomaly_59725.jpg,Truck,truck,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_8144_appearance_anomaly_59725,8144,59725,predicted_appearance_anomaly
anomaly_0094_evt_20260407_002145_3795_lane_violation_35151,D:\school\uni\sem 6\cv\traffic\runs\20260407_002145\crops\evt_20260407_002145_3795_lane_violation_35151.jpg,Truck,truck,appearance_anomaly,event_crop,20260407_002145,evt_20260407_002145_3795_lane_violation_35151,3795,35151,predicted_lane_violation
anomaly_0095_evt_20260416_023145_11720_appearance_anomaly_88799,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_11720_appearance_anomaly_88799.jpg,Truck,truck,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_11720_appearance_anomaly_88799,11720,88799,predicted_appearance_anomaly
anomaly_0096_evt_20260416_023145_4034_lane_violation_31377,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_4034_lane_violation_31377.jpg,Bus,bus,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_4034_lane_violation_31377,4034,31377,predicted_lane_violation
anomaly_0097_evt_20260416_023145_10918_appearance_anomaly_82615,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_10918_appearance_anomaly_82615.jpg,Truck,truck,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_10918_appearance_anomaly_82615,10918,82615,predicted_appearance_anomaly
anomaly_0098_evt_20260416_023145_4236_lane_violation_32327,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_4236_lane_violation_32327.jpg,Truck,truck,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_4236_lane_violation_32327,4236,32327,predicted_lane_violation
anomaly_0099_evt_20260407_002145_6237_lane_violation_53338,D:\school\uni\sem 6\cv\traffic\runs\20260407_002145\crops\evt_20260407_002145_6237_lane_violation_53338.jpg,Truck,truck,appearance_anomaly,event_crop,20260407_002145,evt_20260407_002145_6237_lane_violation_53338,6237,53338,predicted_lane_violation
anomaly_0100_evt_20260406_233816_3252_wrong_way_30560,D:\school\uni\sem 6\cv\traffic\runs\20260406_233816\crops\evt_20260406_233816_3252_wrong_way_30560.jpg,Truck,truck,appearance_anomaly,event_crop,20260406_233816,evt_20260406_233816_3252_wrong_way_30560,3252,30560,predicted_wrong_way
anomaly_0101_evt_20260415_213755_164_appearance_anomaly_1590,D:\school\uni\sem 6\cv\traffic\runs\20260415_213755\crops\evt_20260415_213755_164_appearance_anomaly_1590.jpg,Car,car,appearance_anomaly,event_crop,20260415_213755,evt_20260415_213755_164_appearance_anomaly_1590,164,1590,predicted_appearance_anomaly
anomaly_0102_evt_20260416_023145_11849_appearance_anomaly_89606,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_11849_appearance_anomaly_89606.jpg,Truck,truck,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_11849_appearance_anomaly_89606,11849,89606,predicted_appearance_anomaly
anomaly_0103_evt_20260416_023145_4834_lane_violation_36179,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_4834_lane_violation_36179.jpg,Truck,truck,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_4834_lane_violation_36179,4834,36179,predicted_lane_violation
anomaly_0104_evt_20260416_023145_13667_appearance_anomaly_105541,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_13667_appearance_anomaly_105541.jpg,Truck,truck,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_13667_appearance_anomaly_105541,13667,105541,predicted_appearance_anomaly
anomaly_0105_evt_20260416_023145_6006_appearance_anomaly_44927,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_6006_appearance_anomaly_44927.jpg,Bus,bus,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_6006_appearance_anomaly_44927,6006,44927,predicted_appearance_anomaly
anomaly_0106_evt_20260407_002145_14318_lane_violation_127618,D:\school\uni\sem 6\cv\traffic\runs\20260407_002145\crops\evt_20260407_002145_14318_lane_violation_127618.jpg,Truck,truck,appearance_anomaly,event_crop,20260407_002145,evt_20260407_002145_14318_lane_violation_127618,14318,127618,predicted_lane_violation
anomaly_0107_evt_20260416_023145_6987_appearance_anomaly_51504,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_6987_appearance_anomaly_51504.jpg,Car,car,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_6987_appearance_anomaly_51504,6987,51504,predicted_appearance_anomaly
anomaly_0108_evt_20260416_023145_16595_lane_violation_132605,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_16595_lane_violation_132605.jpg,Truck,truck,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_16595_lane_violation_132605,16595,132605,predicted_lane_violation
anomaly_0109_evt_20260406_233816_2182_wrong_way_20407,D:\school\uni\sem 6\cv\traffic\runs\20260406_233816\crops\evt_20260406_233816_2182_wrong_way_20407.jpg,Car,car,appearance_anomaly,event_crop,20260406_233816,evt_20260406_233816_2182_wrong_way_20407,2182,20407,predicted_wrong_way
anomaly_0110_evt_20260407_002145_741_sudden_stop_7795,D:\school\uni\sem 6\cv\traffic\runs\20260407_002145\crops\evt_20260407_002145_741_sudden_stop_7795.jpg,Car,car,appearance_anomaly,event_crop,20260407_002145,evt_20260407_002145_741_sudden_stop_7795,741,7795,predicted_sudden_stop
anomaly_0111_evt_20260411_035325_55_appearance_anomaly_556,D:\school\uni\sem 6\cv\traffic\runs\20260411_035325\crops\evt_20260411_035325_55_appearance_anomaly_556.jpg,Car,car,appearance_anomaly,event_crop,20260411_035325,evt_20260411_035325_55_appearance_anomaly_556,55,556,predicted_appearance_anomaly
anomaly_0112_evt_20260416_023145_13477_appearance_anomaly_103884,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_13477_appearance_anomaly_103884.jpg,Car,car,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_13477_appearance_anomaly_103884,13477,103884,predicted_appearance_anomaly
anomaly_0113_evt_20260416_023145_5026_appearance_anomaly_37577,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_5026_appearance_anomaly_37577.jpg,Truck,truck,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_5026_appearance_anomaly_37577,5026,37577,predicted_appearance_anomaly
anomaly_0114_evt_20260406_233816_253_wrong_way_2686,D:\school\uni\sem 6\cv\traffic\runs\20260406_233816\crops\evt_20260406_233816_253_wrong_way_2686.jpg,Car,car,appearance_anomaly,event_crop,20260406_233816,evt_20260406_233816_253_wrong_way_2686,253,2686,predicted_wrong_way
anomaly_0115_evt_20260406_233816_3254_wrong_way_30614,D:\school\uni\sem 6\cv\traffic\runs\20260406_233816\crops\evt_20260406_233816_3254_wrong_way_30614.jpg,Car,car,appearance_anomaly,event_crop,20260406_233816,evt_20260406_233816_3254_wrong_way_30614,3254,30614,predicted_wrong_way
anomaly_0116_evt_20260416_023145_504_appearance_anomaly_5100,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_504_appearance_anomaly_5100.jpg,Bus,bus,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_504_appearance_anomaly_5100,504,5100,predicted_appearance_anomaly
anomaly_0117_evt_20260407_002145_10645_lane_violation_90517,D:\school\uni\sem 6\cv\traffic\runs\20260407_002145\crops\evt_20260407_002145_10645_lane_violation_90517.jpg,Truck,truck,appearance_anomaly,event_crop,20260407_002145,evt_20260407_002145_10645_lane_violation_90517,10645,90517,predicted_lane_violation
anomaly_0118_evt_20260416_023145_4946_appearance_anomaly_36809,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_4946_appearance_anomaly_36809.jpg,Truck,truck,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_4946_appearance_anomaly_36809,4946,36809,predicted_appearance_anomaly
anomaly_0119_evt_20260416_023145_671_appearance_anomaly_6233,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_671_appearance_anomaly_6233.jpg,Truck,truck,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_671_appearance_anomaly_6233,671,6233,predicted_appearance_anomaly
anomaly_0120_evt_20260406_233816_3518_wrong_way_32963,D:\school\uni\sem 6\cv\traffic\runs\20260406_233816\crops\evt_20260406_233816_3518_wrong_way_32963.jpg,Car,car,appearance_anomaly,event_crop,20260406_233816,evt_20260406_233816_3518_wrong_way_32963,3518,32963,predicted_wrong_way
anomaly_0121_evt_20260416_023145_6297_appearance_anomaly_46661,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_6297_appearance_anomaly_46661.jpg,Bus,bus,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_6297_appearance_anomaly_46661,6297,46661,predicted_appearance_anomaly
anomaly_0122_evt_20260406_233816_2329_wrong_way_21623,D:\school\uni\sem 6\cv\traffic\runs\20260406_233816\crops\evt_20260406_233816_2329_wrong_way_21623.jpg,Car,car,appearance_anomaly,event_crop,20260406_233816,evt_20260406_233816_2329_wrong_way_21623,2329,21623,predicted_wrong_way
anomaly_0123_evt_20260416_023145_2749_appearance_anomaly_22066,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_2749_appearance_anomaly_22066.jpg,Truck,truck,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_2749_appearance_anomaly_22066,2749,22066,predicted_appearance_anomaly
anomaly_0124_evt_20260416_023145_5862_appearance_anomaly_44172,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_5862_appearance_anomaly_44172.jpg,Truck,truck,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_5862_appearance_anomaly_44172,5862,44172,predicted_appearance_anomaly
anomaly_0125_evt_20260416_023145_4476_appearance_anomaly_33881,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_4476_appearance_anomaly_33881.jpg,Truck,truck,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_4476_appearance_anomaly_33881,4476,33881,predicted_appearance_anomaly
anomaly_0126_evt_20260416_023145_11228_appearance_anomaly_85197,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_11228_appearance_anomaly_85197.jpg,Car,car,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_11228_appearance_anomaly_85197,11228,85197,predicted_appearance_anomaly
anomaly_0127_evt_20260416_023145_14323_appearance_anomaly_113008,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_14323_appearance_anomaly_113008.jpg,Truck,truck,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_14323_appearance_anomaly_113008,14323,113008,predicted_appearance_anomaly
anomaly_0128_evt_20260416_023145_14129_appearance_anomaly_110553,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_14129_appearance_anomaly_110553.jpg,Truck,truck,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_14129_appearance_anomaly_110553,14129,110553,predicted_appearance_anomaly
anomaly_0129_evt_20260411_035325_81_appearance_anomaly_759,D:\school\uni\sem 6\cv\traffic\runs\20260411_035325\crops\evt_20260411_035325_81_appearance_anomaly_759.jpg,Car,car,appearance_anomaly,event_crop,20260411_035325,evt_20260411_035325_81_appearance_anomaly_759,81,759,predicted_appearance_anomaly
anomaly_0130_evt_20260407_002145_2459_lane_violation_22869,D:\school\uni\sem 6\cv\traffic\runs\20260407_002145\crops\evt_20260407_002145_2459_lane_violation_22869.jpg,Truck,truck,appearance_anomaly,event_crop,20260407_002145,evt_20260407_002145_2459_lane_violation_22869,2459,22869,predicted_lane_violation
anomaly_0131_evt_20260416_023145_14977_lane_violation_120002,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_14977_lane_violation_120002.jpg,Truck,truck,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_14977_lane_violation_120002,14977,120002,predicted_lane_violation
anomaly_0132_evt_20260415_213755_99_appearance_anomaly_905,D:\school\uni\sem 6\cv\traffic\runs\20260415_213755\crops\evt_20260415_213755_99_appearance_anomaly_905.jpg,Car,car,appearance_anomaly,event_crop,20260415_213755,evt_20260415_213755_99_appearance_anomaly_905,99,905,predicted_appearance_anomaly
anomaly_0133_evt_20260406_233816_1133_wrong_way_11664,D:\school\uni\sem 6\cv\traffic\runs\20260406_233816\crops\evt_20260406_233816_1133_wrong_way_11664.jpg,Car,car,appearance_anomaly,event_crop,20260406_233816,evt_20260406_233816_1133_wrong_way_11664,1133,11664,predicted_wrong_way
anomaly_0134_evt_20260416_023145_937_appearance_anomaly_7649,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_937_appearance_anomaly_7649.jpg,Bus,bus,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_937_appearance_anomaly_7649,937,7649,predicted_appearance_anomaly
anomaly_0135_evt_20260416_023145_14499_appearance_anomaly_114745,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_14499_appearance_anomaly_114745.jpg,Truck,truck,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_14499_appearance_anomaly_114745,14499,114745,predicted_appearance_anomaly
anomaly_0136_evt_20260411_035325_3_appearance_anomaly_139,D:\school\uni\sem 6\cv\traffic\runs\20260411_035325\crops\evt_20260411_035325_3_appearance_anomaly_139.jpg,Car,car,appearance_anomaly,event_crop,20260411_035325,evt_20260411_035325_3_appearance_anomaly_139,3,139,predicted_appearance_anomaly
anomaly_0137_evt_20260416_023145_368_lane_violation_4002,D:\school\uni\sem 6\cv\traffic\runs\20260416_023145\crops\evt_20260416_023145_368_lane_violation_4002.jpg,Bus,bus,appearance_anomaly,event_crop,20260416_023145,evt_20260416_023145_368_lane_violation_4002,368,4002,predicted_lane_violation
anomaly_0138_evt_20260407_002145_842_sudden_stop_9241,D:\school\uni\sem 6\cv\traffic\runs\20260407_002145\crops\evt_20260407_002145_842_sudden_stop_9241.jpg,Car,car,appearance_anomaly,event_crop,20260407_002145,evt_20260407_002145_842_sudden_stop_9241,842,9241,predicted_sudden_stop
